PdfType: error
Format: lhagrid1
---
1.00000E-06 1.28121E-06 1.64152E-06 2.10317E-06 2.69463E-06 3.45242E-06 4.42329E-06 5.66715E-06 7.26076E-06 9.30241E-06 1.19180E-05 1.52689E-05 1.95617E-05 2.50609E-05 3.21053E-05 4.11287E-05 5.26863E-05 6.74889E-05 8.64459E-05 1.10720E-04 1.41800E-04 1.81585E-04 2.32503E-04 2.97652E-04 3.80981E-04 4.87518E-04 6.26039E-04 8.00452E-04 1.02297E-03 1.30657E-03 1.66759E-03 2.12729E-03 2.71054E-03 3.44865E-03 4.37927E-03 5.54908E-03 7.01192E-03 8.83064E-03 1.10763E-02 1.38266E-02 1.71641E-02 2.11717E-02 2.59364E-02 3.15062E-02 3.79623E-02 4.53425E-02 5.36750E-02 6.29705E-02 7.32221E-02 8.44039E-02 9.64793E-02 1.09332E-01 1.23067E-01 1.37507E-01 1.52639E-01 1.68416E-01 1.84794E-01 2.01731E-01 2.19016E-01 2.36948E-01 2.55242E-01 2.73927E-01 2.92954E-01 3.12340E-01 3.32036E-01 3.52019E-01 3.72282E-01 3.92772E-01 4.13533E-01 4.34326E-01 4.55495E-01 4.76836E-01 4.98342E-01 5.20006E-01 5.41818E-01 5.63773E-01 5.85861E-01 6.08077E-01 6.30459E-01 6.52800E-01 6.75387E-01 6.98063E-01 7.20830E-01 7.43683E-01 7.66623E-01 7.89636E-01 8.12791E-01 8.35940E-01 8.59175E-01 8.82485E-01 9.05866E-01 9.29311E-01 9.52817E-01 9.76387E-01 1.00000E+00
1.30000E+00 1.50159E+00 1.75516E+00 2.07810E+00 2.49495E+00 3.04086E+00 3.76715E+00 4.50000E+00 4.75000E+00 6.23113E+00 8.37423E+00 1.15549E+01 1.64076E+01 2.40380E+01 3.64361E+01 5.73145E+01 9.38707E+01 1.60654E+02 2.88438E+02 5.45587E+02 1.09231E+03 2.32646E+03 5.30043E+03 1.29956E+04 3.45140E+04 1.00000E+05
900 902 905 908
1.18010e+00 0.00000e+00 0.00000e+00 1.18011e+00
1.28626e+00 2.17952e-02 2.17952e-02 1.28628e+00
1.46937e+00 1.50401e-01 1.50401e-01 1.46940e+00
1.73551e+00 2.97324e-01 2.97324e-01 1.73555e+00
2.10039e+00 4.58806e-01 4.58806e-01 2.10047e+00
2.59184e+00 6.32893e-01 6.32893e-01 2.59198e+00
3.23630e+00 8.14693e-01 8.14693e-01 3.23657e+00
3.84897e+00 9.55555e-01 9.55555e-01 3.84943e+00
4.04885e+00 9.99171e-01 9.99171e-01 4.04940e+00
5.19112e+00 1.18811e+00 1.18811e+00 5.19236e+00
6.63307e+00 1.37124e+00 1.37124e+00 6.63606e+00
8.39349e+00 1.54629e+00 1.54629e+00 8.40134e+00
1.05079e+01 1.70789e+00 1.70789e+00 1.05309e+01
1.30142e+01 1.85094e+00 1.85094e+00 1.30925e+01
1.59478e+01 1.96954e+00 1.96954e+00 1.62588e+01
1.93529e+01 2.05789e+00 2.05789e+00 2.06666e+01
2.32616e+01 2.11068e+00 2.11068e+00 2.80013e+01
2.77336e+01 2.12283e+00 2.12283e+00 3.94839e+01
3.28263e+01 2.08954e+00 2.08954e+00 5.26630e+01
3.85963e+01 2.00635e+00 2.00635e+00 6.52160e+01
4.51020e+01 1.86920e+00 1.86920e+00 7.75157e+01
5.24007e+01 1.67440e+00 1.67440e+00 9.04987e+01
6.05490e+01 1.41870e+00 1.41870e+00 1.04718e+02
6.96024e+01 1.09930e+00 1.09930e+00 1.20440e+02
7.96329e+01 7.13227e-01 7.13227e-01 1.37840e+02
9.06838e+01 2.58692e-01 2.58692e-01 1.57005e+02
1.16898e+00 0.00000e+00 0.00000e+00 1.16900e+00
1.27591e+00 2.38511e-02 2.38511e-02 1.27592e+00
1.45830e+00 1.49251e-01 1.49251e-01 1.45832e+00
1.72186e+00 2.88956e-01 2.88956e-01 1.72190e+00
